name, start_time, end_time, happy, sad, angry, disgust, surprise, fear, neutral 
260011[12],7.824,10.021,0,0,0,1,0,0,0
260011[13],71.319,74.744,0,1,0,0,0,0,0
260011[14],9.570,12.795,1,0,0,0,0,0,0
260011[15],12.084,16.287,1,0,0,0,0,0,0
260011[16],15.287,19.719,0,1,1,0,0,0,0
260011[17],20.634,23.390,0,1,0,1,1,0,0
260011[18],22.760,27.401,0,1,1,0,0,0,0
260011[19],26.431,28.239,0,0,0,1,0,0,0
260011[1],1.209,6.888,0,0,0,0,1,0,0
260011[20],27.239,29.596,1,1,0,0,0,0,0
260011[2],29.095,32.769,1,0,0,0,0,0,0
260011[3],33.685,37.588,0,0,0,1,1,0,0
260011[4],38.234,43.924,1,1,1,0,0,0,0
260011[5],43.582,53.213,0,0,0,0,0,0,1
260011[6],52.751,57.194,1,0,0,0,1,0,0
260011[7],56.882,60.776,0,1,0,1,1,0,0
260011[8],61.871,64.118,0,0,0,0,0,0,1
260011[9],63.587,66.612,0,0,0,0,0,0,1
261267[0],0.630,4.873,0,0,0,0,0,0,1
261267[10],80.688,88.852,0,0,1,1,0,0,0
261267[11],87.852,92.204,0,1,0,1,0,0,0
261267[12],13.680,15.868,0,0,0,0,0,0,1
261267[13],14.967,22.373,0,0,1,1,0,0,0
261267[14],21.373,24.099,0,0,0,1,0,0,0
261267[15],23.548,33.398,0,1,1,1,0,0,0
261267[16],32.737,36.231,1,0,0,0,0,0,0
261267[17],35.231,37.199,0,0,0,0,0,0,1
261267[18],36.608,39.743,0,0,0,1,0,0,0
261267[19],38.743,45.161,0,0,0,1,0,0,0
261267[1],4.361,14.271,0,0,0,1,1,0,0
261267[2],45.298,48.054,0,0,1,1,0,0,0
261267[3],47.613,52.454,0,1,0,1,0,0,0
261267[4],51.454,61.125,0,1,0,1,0,0,0
261267[5],60.264,64.367,0,0,0,1,0,0,0
261267[6],64.265,70.523,0,0,1,1,0,0,0
261267[7],69.523,76.510,0,0,0,1,0,0,0
261267[8],75.809,78.844,0,1,0,1,0,0,0
261267[9],77.844,81.429,0,0,1,0,0,0,0
261326[0],1.947,3.675,1,1,0,0,0,1,0
261326[1],3.653,8.634,0,1,1,0,0,0,0
261326[2],8.652,21.694,0,1,0,0,0,0,0
261326[3],21.752,39.574,0,1,1,1,0,0,0
261900[0],0.000,0.672,0,0,0,0,0,0,1
261900[10],68.635,71.072,0,0,0,0,0,0,1
261900[11],70.601,87.804,0,0,1,0,0,0,0
261900[12],2.915,6.788,0,0,1,0,0,0,0
261900[13],87.483,91.595,0,0,1,0,0,0,0
261900[14],91.414,101.643,0,0,1,1,0,0,0
261900[15],101.112,108.138,0,1,1,1,1,0,0
261900[16],107.138,111.301,0,0,1,0,0,0,0
261900[17],110.630,116.788,0,0,1,1,0,0,0
261900[18],116.686,120.899,0,0,1,0,0,0,0
261900[19],119.899,128.063,0,1,1,1,0,0,0
261900[1],1.478,3.915,1,0,0,0,0,0,0
261900[20],127.611,132.981,0,1,1,1,1,0,0
261900[21],132.271,137.072,0,1,1,0,1,0,0
261900[22],136.641,139.107,0,1,1,1,0,0,0
261900[23],6.367,11.029,0,0,1,0,0,0,0
261900[24],139.734,142.021,0,1,1,0,0,0,0
261900[25],141.101,147.568,0,0,1,0,0,0,0
261900[26],147.386,149.803,0,1,1,1,0,0,0
261900[27],149.073,157.456,0,0,1,0,0,0,0
261900[28],156.456,158.583,1,0,1,0,1,0,0
261900[29],157.583,159.641,0,0,1,0,0,1,0
261900[2],40.070,47.306,0,1,1,0,0,0,0
261900[30],158.641,163.402,0,1,1,1,0,1,0
261900[31],163.280,167.164,0,0,1,0,0,0,0
261900[32],166.164,171.364,0,1,0,0,0,0,0
261900[33],170.524,174.168,0,0,0,0,0,0,1
261900[34],10.707,17.863,0,0,1,0,0,0,0
261900[35],173.168,179.296,0,0,1,0,0,0,0
261900[36],178.296,181.960,0,1,1,1,0,0,0
261900[37],181.220,186.420,1,0,0,0,0,0,0
261900[38],186.148,194.442,0,1,1,0,0,0,0
261900[39],193.761,197.854,0,1,1,1,0,0,0
261900[3],46.306,53.532,1,0,1,0,0,0,0
261900[40],17.232,24.917,0,0,1,0,1,0,0
261900[41],24.296,28.828,0,1,1,0,0,0,0
261900[42],28.387,31.662,0,0,1,0,0,0,0
261900[43],30.662,37.189,0,0,1,0,0,0,0
261900[44],37.446,40.282,0,0,1,0,0,0,0
261900[4],52.532,55.687,1,0,1,0,0,0,0
261900[5],55.934,58.092,0,0,1,0,0,0,0
261900[6],57.221,59.538,0,0,1,0,0,0,0
261900[7],58.608,63.459,1,0,1,0,0,0,0
261900[8],62.888,67.680,1,0,0,0,0,0,0
261900[9],67.209,69.416,1,1,0,0,0,0,0
261902[0],0.790,2.538,0,0,0,0,0,0,1
261902[10],102.568,106.342,1,1,0,0,0,0,0
261902[11],105.921,113.576,0,1,0,1,0,0,0
261902[12],2.655,8.594,1,0,1,0,0,0,0
261902[13],112.576,116.998,0,0,1,1,0,0,0
261902[14],116.088,132.772,0,1,0,0,0,0,0
261902[15],132.061,135.426,0,1,0,0,1,0,0
261902[16],134.985,137.551,0,1,0,0,0,0,0
261902[17],136.551,140.025,0,0,0,0,0,0,1
261902[18],139.025,144.146,0,1,0,1,0,0,0
261902[19],144.024,146.181,0,1,1,1,0,0,0
261902[1],1.707,3.655,0,0,0,0,0,0,1
261902[20],145.541,148.197,0,1,0,1,0,0,0
261902[21],147.835,156.498,0,0,1,1,0,0,0
261902[22],156.835,161.127,0,0,1,1,0,0,0
261902[23],8.312,13.423,1,0,1,0,0,0,0
261902[24],160.297,164.280,0,1,1,0,0,0,0
261902[25],163.280,166.016,0,1,0,0,0,0,0
261902[26],12.872,23.231,0,0,0,0,0,0,1
261902[27],22.590,31.612,0,0,1,0,0,1,0
261902[28],30.831,45.201,0,0,0,0,0,0,1
261902[29],45.578,48.603,0,0,0,0,0,0,1
261902[2],52.432,56.356,0,0,0,0,1,0,0
261902[30],47.603,51.886,0,1,1,0,0,0,0
261902[31],51.145,53.432,1,0,0,0,0,0,0
261902[3],55.775,68.189,0,0,0,0,0,0,1
261902[4],67.737,77.118,0,0,1,1,0,0,0
261902[5],77.046,82.366,0,1,0,0,0,0,0
261902[6],81.616,83.663,0,0,0,0,0,0,1
261902[7],83.282,94.110,1,0,0,0,0,0,0
261902[8],93.419,98.629,0,0,0,0,0,0,1
261902[9],97.889,103.568,0,0,0,0,0,0,1
262165[0],0.000,1.600,1,0,1,1,0,0,0
262165[10],115.988,121.088,0,1,1,1,1,0,0
262165[11],120.088,132.073,0,0,1,1,0,0,0
262165[12],3.593,5.461,0,0,1,1,0,0,0
262165[13],132.021,139.886,0,0,0,0,1,0,0
262165[14],138.886,141.732,1,1,1,1,0,0,0
262165[15],141.440,143.707,0,0,1,1,0,0,0
262165[16],144.124,154.263,1,0,1,1,0,0,0
262165[17],153.692,156.727,1,0,0,1,0,0,0
262165[18],155.727,163.233,1,0,1,1,0,0,0
262165[19],162.502,168.082,1,0,1,1,0,0,0
262165[1],1.169,4.164,0,0,1,1,0,0,0
262165[20],5.379,7.686,0,1,1,1,0,0,0
262165[21],8.362,21.375,1,0,0,1,1,0,0
262165[22],20.754,25.585,0,1,0,1,0,0,0
262165[23],25.064,31.253,0,0,1,1,0,0,0
262165[24],30.881,51.736,1,0,1,1,0,0,0
262165[25],51.265,63.779,0,0,0,1,1,0,0
262165[26],64.475,71.322,0,0,0,1,0,0,0
262165[2],70.860,81.468,1,0,0,0,1,0,0
262165[3],80.568,83.673,1,1,0,1,1,0,0
262165[4],84.410,88.672,0,0,1,1,0,0,0
262165[5],89.678,94.229,0,1,0,1,1,0,0
262165[6],94.467,101.902,0,1,1,1,0,0,0
262165[7],101.301,107.878,1,0,1,1,0,0,0
262165[8],107.168,111.760,0,0,1,1,0,0,0
262165[9],110.760,116.489,0,1,1,1,0,0,0
262226[0],0.000,4.803,1,0,0,0,0,0,0
262226[10],62.300,65.195,0,0,1,1,0,0,0
262226[11],64.565,67.770,0,0,1,0,0,0,0
262226[12],8.312,10.879,1,0,1,0,0,0,0
262226[13],66.770,69.067,0,1,1,1,0,0,0
262226[14],10.208,11.937,0,0,1,1,0,0,0
262226[15],10.937,12.904,0,0,1,1,0,0,0
262226[16],11.904,13.513,0,0,1,1,0,0,0
262226[17],12.513,15.109,0,0,1,1,0,0,0
262226[18],14.109,21.505,0,1,1,1,0,0,0
262226[19],21.063,26.084,0,0,1,1,0,0,0
262226[1],3.803,9.263,1,0,1,0,0,0,0
262226[20],25.104,28.299,0,1,1,1,0,0,0
262226[2],27.968,30.395,0,1,1,1,0,0,0
262226[3],29.395,38.237,0,1,0,1,0,0,0
262226[4],37.237,41.100,0,0,1,0,0,0,0
262226[5],40.270,43.066,0,0,1,1,0,0,0
262226[6],42.405,52.325,0,0,1,1,0,0,0
262226[7],51.325,54.490,0,1,1,1,1,0,0
262226[8],53.939,59.000,1,0,1,1,0,0,0
262226[9],58.349,63.300,0,0,1,1,0,0,0
264418[0],0.000,1.510,1,0,1,0,0,0,0
264418[10],22.161,28.788,0,0,0,1,0,0,0
264418[11],27.788,34.864,0,1,1,1,0,0,0
264418[12],35.132,51.846,0,1,1,1,0,0,0
264418[13],52.702,87.854,0,1,1,1,0,0,0
264418[14],87.303,90.668,0,1,0,1,0,0,0
264418[15],90.286,106.641,0,1,0,0,1,0,0
264418[1],0.979,3.975,1,0,1,1,0,0,0
264418[2],105.641,108.437,0,1,1,1,0,0,0
264418[3],107.437,117.467,0,1,1,1,0,0,0
264418[4],116.467,120.210,0,1,1,0,0,0,0
264418[5],119.210,121.687,0,1,0,1,0,0,0
264418[6],120.687,126.197,1,0,0,0,0,0,0
264418[7],125.586,128.512,1,0,1,1,1,0,0
264418[8],2.975,6.758,1,1,0,0,0,0,0
264418[9],6.586,22.732,0,0,1,1,0,0,0
264446[0],0.000,9.811,0,0,0,0,0,0,1
264446[10],105.681,121.976,1,0,1,0,0,0,0
264446[11],121.385,128.532,0,1,1,0,1,0,0
264446[12],14.109,19.589,0,0,0,0,0,0,1
264446[13],128.958,135.206,0,0,0,1,0,0,0
264446[14],134.356,138.269,0,0,0,0,0,0,1
264446[15],137.848,146.710,0,0,0,0,0,0,1
264446[16],147.027,153.325,0,0,0,1,0,0,0
264446[17],152.355,162.135,0,0,0,0,0,0,1
264446[18],161.415,164.171,1,0,0,0,0,0,0
264446[19],163.709,170.716,0,1,1,1,0,0,0
264446[1],9.420,14.790,0,0,0,0,0,0,1
264446[20],169.716,172.472,0,1,1,0,0,0,0
264446[21],172.060,180.084,0,0,1,1,1,0,0
264446[22],179.114,183.187,0,0,1,1,0,0,0
264446[23],19.407,21.575,0,0,0,0,0,0,1
264446[24],183.534,192.486,0,1,0,1,0,0,0
264446[25],191.486,194.452,0,0,1,0,0,0,0
264446[26],193.452,199.999,0,1,1,0,0,0,0
264446[27],199.219,204.419,0,0,1,1,0,0,0
264446[28],204.008,211.254,0,0,1,1,0,0,0
264446[29],210.693,215.733,0,0,0,1,0,0,0
264446[2],38.963,41.280,0,1,0,0,0,0,0
264446[30],215.252,220.203,0,1,1,0,0,0,0
264446[31],219.542,224.533,0,0,0,0,0,0,1
264446[32],224.122,228.893,0,0,0,0,0,0,1
264446[33],227.893,234.072,0,1,0,0,0,0,0
264446[34],20.894,29.327,0,0,0,1,0,0,0
264446[35],233.920,242.842,0,0,1,1,0,0,0
264446[36],241.842,244.049,0,1,0,0,0,0,0
264446[37],243.418,250.205,0,0,1,1,0,0,0
264446[38],249.205,252.250,0,0,0,0,0,0,1
264446[39],251.490,253.827,0,1,0,0,0,0,0
264446[3],40.809,45.630,1,0,0,0,0,0,0
264446[40],252.827,254.545,0,0,0,0,0,0,1
264446[41],253.545,256.331,0,1,0,0,0,0,0
264446[42],255.760,258.506,0,0,0,0,0,0,1
264446[43],258.215,264.413,0,0,0,0,0,0,1
264446[44],264.191,272.644,0,0,1,1,0,0,0
264446[45],28.686,33.138,0,0,0,0,0,0,1
264446[46],32.138,35.653,0,0,0,0,0,0,1
264446[47],34.653,36.860,0,0,0,0,0,0,1
264446[48],35.860,38.217,0,0,0,0,0,0,1
264446[49],37.217,39.574,0,1,1,1,1,0,0
264446[4],45.029,52.125,1,0,0,0,0,0,0
264446[5],51.125,57.673,0,0,0,0,0,0,1
264446[6],57.820,68.877,0,0,0,0,0,0,1
264446[7],68.186,80.571,0,0,1,1,0,0,0
264446[8],81.396,95.467,0,0,0,0,0,0,1
264446[9],94.846,105.703,0,0,1,0,0,0,0
265959[0],0.311,6.878,1,0,0,1,0,0,0
265959[10],15.666,22.253,1,0,0,1,0,0,0
265959[11],22.151,48.294,1,0,0,1,1,1,0
265959[12],48.581,55.976,1,0,0,1,1,0,0
265959[13],55.126,60.277,1,0,0,1,0,0,0
265959[14],59.815,72.619,0,0,0,1,1,0,0
265959[15],71.619,79.034,1,1,1,1,1,0,0
265959[16],78.034,88.682,0,1,0,1,0,0,0
265959[1],6.676,10.550,1,0,0,1,0,0,0
265959[2],89.079,99.557,0,0,0,1,0,0,0
265959[3],99.276,108.108,0,1,1,1,0,0,0
265959[4],108.076,113.176,0,1,0,0,1,0,0
265959[5],112.486,120.021,0,0,0,1,0,0,0
265959[6],119.280,125.379,0,0,0,1,0,0,0
265959[7],125.007,127.753,1,0,1,1,0,0,0
265959[8],126.753,128.831,0,0,0,1,0,0,0
265959[9],10.029,16.187,0,0,0,1,0,0,0
266366[0],0.000,0.902,1,0,0,0,0,0,0
266366[10],157.523,164.021,0,0,1,1,0,0,0
266366[11],6.028,22.323,0,0,1,0,1,0,0
266366[12],21.862,38.287,0,1,1,1,0,0,0
266366[13],37.287,49.082,0,1,0,0,0,0,0
266366[14],48.122,63.350,1,1,1,0,0,0,0
266366[15],62.350,67.450,0,0,0,0,1,0,0
266366[16],67.179,90.628,0,1,1,1,0,0,0
266366[17],90.576,110.742,0,1,1,1,1,0,0
266366[18],109.742,114.334,0,0,1,1,0,0,0
266366[1],0.420,6.309,1,0,1,0,0,0,0
266366[2],114.531,119.392,0,1,1,0,1,0,0
266366[3],118.951,129.260,0,1,1,1,1,0,0
266366[4],128.739,133.710,0,1,0,0,1,0,0
266366[5],132.710,135.566,0,1,0,0,1,0,0
266366[6],134.566,140.175,0,1,0,1,1,0,0
266366[7],139.345,148.666,0,1,0,1,1,0,0
266366[8],147.666,149.953,0,0,1,0,0,0,0
266366[9],149.661,158.523,0,1,1,0,1,0,0
266396[0],0.311,3.775,0,1,1,0,1,0,0
266396[10],59.077,62.033,0,0,1,0,0,0,0
266396[11],61.033,64.098,0,1,1,1,1,0,0
266396[12],5.419,7.586,0,1,1,0,0,0,0
266396[13],63.477,66.802,0,1,1,1,0,0,0
266396[14],67.149,73.257,0,0,1,1,0,0,0
266396[15],73.774,76.260,0,1,1,1,1,0,0
266396[16],75.260,77.418,0,0,1,1,1,0,0
266396[17],76.418,80.840,0,1,1,1,0,0,0
266396[18],79.840,82.486,1,0,1,0,0,0,0
266396[19],81.486,84.971,0,0,1,1,1,0,0
266396[1],2.775,6.419,1,0,1,0,0,0,0
266396[20],83.971,86.816,0,1,1,1,0,0,0
266396[21],86.195,90.089,0,1,1,1,0,0,0
266396[22],89.089,90.418,0,0,1,1,1,0,0
266396[23],7.055,9.183,0,0,1,1,0,0,0
266396[24],89.418,91.945,0,1,1,1,0,0,0
266396[25],92.541,95.417,0,0,1,0,1,0,0
266396[26],94.417,100.705,0,1,1,1,1,0,0
266396[27],99.974,101.892,0,0,1,1,1,0,0
266396[28],100.892,103.179,1,0,1,1,0,0,0
266396[29],102.179,104.147,0,1,1,1,0,0,0
266396[2],25.753,28.070,0,0,1,0,0,0,0
266396[30],103.566,107.370,0,0,1,0,1,0,0
266396[31],106.549,109.804,1,1,0,0,0,0,0
266396[32],108.804,110.353,0,0,1,1,0,0,0
266396[33],110.011,112.678,0,0,1,1,0,0,0
266396[34],8.183,11.587,0,0,1,0,0,0,0
266396[35],111.807,113.196,0,0,1,0,0,0,0
266396[36],112.196,114.144,0,1,1,1,1,0,0
266396[37],113.144,118.395,0,1,1,1,0,0,0
266396[38],117.395,124.491,1,0,1,1,1,0,0
266396[39],125.227,129.809,1,0,1,1,1,0,0
266396[3],27.070,29.517,0,0,1,1,0,0,0
266396[40],128.809,130.637,0,0,1,0,0,0,0
266396[41],129.637,131.136,0,0,1,1,0,0,0
266396[42],130.225,134.408,0,0,1,1,1,0,0
266396[43],133.608,136.194,0,1,1,1,0,0,0
266396[44],135.194,141.322,0,1,1,1,1,0,0
266396[45],10.587,11.847,0,1,1,0,0,0,0
266396[46],140.572,142.210,0,0,1,1,0,0,0
266396[47],141.210,143.408,0,1,1,1,0,0,0
266396[48],142.408,144.136,0,0,0,1,1,0,0
266396[49],143.445,150.292,0,1,1,1,0,0,0
266396[4],29.085,33.946,0,1,1,1,0,0,0
266396[50],149.741,155.380,0,1,1,1,0,0,0
266396[51],154.380,156.707,0,1,1,1,0,0,0
266396[52],156.316,160.000,0,0,1,1,0,0,0
266396[53],159.828,163.253,0,0,1,1,0,0,0
266396[54],162.253,164.480,0,0,1,1,0,0,0
266396[55],163.480,167.214,0,1,1,1,1,0,0
266396[56],10.847,13.653,1,0,0,0,0,0,0
266396[57],166.533,169.638,0,1,1,1,1,0,0
266396[58],168.858,175.415,1,0,1,1,0,0,0
266396[59],174.415,176.113,0,0,1,1,0,0,0
266396[5],34.064,40.561,1,0,0,0,1,0,0
266396[60],175.113,177.311,0,0,1,1,0,0,0
266396[61],176.590,181.032,0,1,1,1,1,0,0
266396[62],180.172,182.220,0,0,1,1,1,0,0
266396[63],181.220,185.293,0,0,1,0,1,0,0
266396[64],184.462,186.340,0,0,0,1,1,0,0
266396[65],185.340,188.435,0,0,1,0,0,0,0
266396[66],187.844,189.912,0,0,1,1,0,0,0
266396[67],12.653,16.017,0,1,1,0,0,0,0
266396[68],189.840,196.617,0,0,1,0,0,0,0
266396[69],195.617,200.518,0,1,1,1,1,0,0
266396[6],39.841,43.664,1,0,1,0,0,0,0
266396[70],199.518,201.436,0,0,1,1,1,0,0
266396[71],200.675,206.195,0,0,1,1,0,0,0
266396[72],205.524,208.500,0,0,1,1,0,0,0
266396[73],207.500,210.595,0,0,1,0,0,0,0
266396[74],209.595,212.620,0,1,1,1,0,0,0
266396[75],211.810,214.905,0,0,1,1,0,0,0
266396[76],214.644,218.108,0,1,1,0,0,0,0
266396[77],217.417,220.193,0,0,1,0,0,0,0
266396[78],15.337,18.911,0,1,1,1,1,0,0
266396[79],219.193,220.852,1,0,1,0,0,0,0
266396[7],42.664,57.872,0,1,1,1,1,0,0
266396[80],219.852,222.817,0,0,1,1,0,0,0
266396[81],221.817,223.585,0,0,1,0,0,0,0
266396[82],222.585,225.192,0,1,1,0,0,0,0
266396[83],224.601,227.846,1,0,1,1,0,0,0
266396[84],226.846,229.392,0,0,1,0,0,0,0
266396[85],228.712,233.064,0,0,1,0,0,0,0
266396[86],232.064,234.062,0,0,0,1,1,0,0
266396[87],233.401,235.967,0,1,1,0,0,0,0
266396[88],235.556,237.105,0,0,0,1,0,0,0
266396[89],17.911,26.753,0,0,1,1,0,0,0
266396[8],56.992,58.690,0,0,1,1,0,0,0
266396[90],236.105,238.083,0,0,1,0,0,0,0
266396[91],237.083,239.220,0,0,1,1,0,0,0
266396[92],238.220,240.627,0,1,1,1,0,0,0
266396[93],239.906,241.874,0,0,1,0,0,0,0
266396[94],241.173,243.740,0,0,1,1,0,0,0
266396[95],243.079,244.388,0,1,1,1,0,0,0
266396[96],243.468,245.286,0,0,1,0,0,0,0
266396[97],244.326,246.404,0,1,1,1,0,0,0
266396[9],57.780,59.598,0,0,1,1,0,0,0
266791[0],0.000,1.141,0,0,1,0,0,0,0
266791[10],104.923,107.579,0,0,1,1,0,0,0
266791[11],108.924,117.995,1,1,1,1,0,0,0
266791[12],2.945,7.427,0,1,1,0,0,0,0
266791[13],117.694,128.332,1,0,1,0,0,0,0
266791[14],128.739,145.144,0,1,1,0,1,0,0
266791[15],144.842,152.597,0,1,0,0,1,0,0
266791[16],152.365,159.541,0,1,0,1,0,0,0
266791[17],159.000,163.652,0,0,0,1,0,0,0
266791[18],165.635,169.818,0,1,1,1,0,0,0
266791[19],168.818,172.162,0,1,1,1,0,0,0
266791[1],0.141,2.887,1,0,1,0,0,0,0
266791[20],173.677,186.979,0,0,0,0,1,0,0
266791[21],186.887,204.140,0,1,1,1,1,0,0
266791[22],203.748,205.876,1,1,0,0,0,0,0
266791[23],6.666,12.116,0,0,1,1,0,0,0
266791[24],204.876,206.155,0,1,1,1,0,0,0
266791[25],205.295,207.911,0,0,1,1,0,0,0
266791[26],206.911,210.026,0,1,0,0,0,0,0
266791[27],209.725,211.882,0,1,0,1,0,0,0
266791[28],210.882,214.247,0,1,1,1,0,0,0
266791[29],213.247,216.871,0,0,0,1,0,0,0
266791[2],54.757,59.927,0,1,1,1,0,0,0
266791[30],216.499,222.877,0,1,0,1,0,0,0
266791[31],11.894,15.778,0,1,1,1,1,0,0
266791[32],15.756,24.308,0,1,0,1,1,0,0
266791[33],24.266,35.323,1,1,1,0,0,0,0
266791[34],34.323,42.557,0,1,0,0,1,0,0
266791[35],43.632,47.995,0,1,1,1,1,0,0
266791[36],47.693,54.530,0,1,0,1,1,0,0
266791[3],60.494,64.497,1,1,0,0,0,0,0
266791[4],63.497,73.127,0,1,1,0,0,0,0
266791[5],72.257,74.584,0,1,0,1,0,0,0
266791[6],74.562,79.842,0,1,0,0,0,0,0
266791[7],81.157,86.936,0,1,0,1,0,0,0
266791[8],86.445,90.947,0,1,1,0,0,0,0
266791[9],91.414,105.923,0,1,0,0,1,0,0
266852[0],1.827,3.496,0,0,0,0,0,0,1
266852[10],134.965,144.146,0,1,0,0,0,1,0
266852[11],143.645,146.361,0,1,0,1,0,0,0
266852[12],7.834,13.762,0,0,0,0,0,0,1
266852[13],147.386,164.769,1,0,0,0,1,0,0
266852[14],164.408,176.882,0,0,0,0,0,0,1
266852[15],177.418,181.042,0,1,0,0,0,0,0
266852[16],180.691,191.568,0,0,0,1,0,0,0
266852[17],191.676,211.244,0,1,0,0,0,0,0
266852[18],210.792,216.951,0,0,0,0,0,0,1
266852[19],215.951,221.430,0,1,0,0,0,0,0
266852[1],2.885,7.716,0,1,0,0,0,0,0
266852[20],221.318,226.629,0,0,0,0,0,0,1
266852[21],12.762,16.386,0,0,0,0,0,0,1
266852[22],15.386,17.274,0,1,0,0,0,0,0
266852[23],16.903,20.707,0,1,0,0,0,0,0
266852[24],19.707,27.511,0,0,0,0,0,0,1
266852[25],26.741,31.642,1,1,0,1,1,0,0
266852[26],31.161,44.113,1,1,0,0,1,0,0
266852[27],43.203,52.514,1,0,0,1,0,0,0
266852[2],52.083,59.848,0,1,1,1,0,0,0
266852[3],59.376,70.314,0,1,0,0,0,0,0
266852[4],70.332,77.138,0,0,1,1,0,0,0
266852[5],76.777,89.919,0,1,0,0,0,0,0
266852[6],89.578,92.823,0,0,0,0,0,0,1
266852[7],93.559,110.473,0,0,0,0,0,0,1
266852[8],110.889,115.062,0,1,0,0,0,0,0
266852[9],115.080,135.965,1,0,0,0,0,0,0
266938[0],0.000,3.765,1,0,0,0,0,0,0
266938[10],74.153,76.400,1,1,0,0,0,0,0
266938[11],76.318,81.628,0,0,1,1,0,0,0
266938[12],7.395,12.216,0,1,1,1,0,0,0
266938[13],80.818,83.424,0,1,1,1,0,0,0
266938[14],83.661,85.000,1,1,0,1,0,0,0
266938[15],84.859,87.615,1,0,1,1,1,0,0
266938[16],86.814,101.972,0,1,1,1,1,0,0
266938[17],101.291,103.349,0,1,1,1,0,0,0
266938[18],102.349,110.333,0,0,1,1,0,0,0
266938[19],109.443,112.219,0,1,1,1,0,0,0
266938[1],3.683,8.395,0,0,1,1,0,0,0
266938[20],111.219,119.382,0,0,1,1,0,0,0
266938[21],118.382,122.356,0,0,1,1,0,0,0
266938[22],121.765,128.192,1,0,1,1,1,0,0
266938[23],11.585,15.798,0,0,1,1,0,0,0
266938[24],127.192,140.614,0,0,1,1,0,0,0
266938[25],139.963,146.002,0,1,1,1,0,0,0
266938[26],145.930,150.112,0,1,1,1,0,0,0
266938[27],149.112,151.529,0,1,1,1,0,0,0
266938[28],150.729,152.268,0,1,1,1,0,0,0
266938[29],151.268,152.327,0,0,1,1,0,1,0
266938[2],42.345,50.539,0,1,1,1,0,0,0
266938[30],151.766,157.725,0,1,1,1,0,0,0
266938[31],156.805,160.569,0,1,1,1,0,0,0
266938[32],159.918,166.216,0,1,1,0,0,0,0
266938[33],165.435,168.301,0,1,1,1,0,0,0
266938[34],14.888,17.823,0,0,1,1,0,0,0
266938[35],167.301,176.552,0,1,1,1,1,0,0
266938[36],177.259,180.613,0,0,1,1,0,0,0
266938[37],179.713,182.190,1,1,1,1,0,0,0
266938[38],181.210,184.474,0,1,1,1,0,0,0
266938[39],184.283,188.176,0,1,1,1,0,0,0
266938[3],49.539,55.807,0,0,1,1,0,0,0
266938[40],187.176,189.902,0,0,1,1,0,0,0
266938[41],189.122,193.823,0,1,1,1,0,0,0
266938[42],193.392,201.156,0,1,1,1,0,0,0
266938[43],200.416,203.940,0,0,1,1,0,0,0
266938[44],202.940,209.887,0,1,1,1,0,0,0
266938[45],18.629,26.194,0,1,1,1,1,0,0
266938[46],208.887,210.086,0,1,0,0,0,0,0
266938[47],209.535,218.098,0,1,1,1,0,0,0
266938[48],218.016,222.608,0,1,0,1,0,0,0
266938[49],221.747,223.416,0,1,1,1,0,0,0
266938[4],54.807,60.776,1,0,0,0,0,0,0
266938[50],222.915,226.539,0,1,1,1,0,0,0
266938[51],25.533,27.122,0,0,1,1,0,0,0
266938[52],26.122,33.637,0,1,1,1,0,0,0
266938[53],33.585,40.571,0,1,0,1,0,0,0
266938[54],40.320,43.345,0,1,1,1,0,0,0
266938[5],60.454,62.851,1,0,0,0,0,0,0
266938[6],62.410,64.667,1,0,1,1,0,0,0
266938[7],64.405,69.376,0,1,1,0,0,0,0
266938[8],68.516,71.900,0,0,0,1,0,0,0
266938[9],70.900,74.804,1,1,0,1,1,0,0
267252[0],0.141,2.578,1,0,0,0,0,0,0
267252[10],105.142,110.892,0,1,0,1,0,1,0
267252[11],7.135,11.288,1,0,0,1,0,0,0
267252[12],10.288,15.868,0,0,0,0,0,0,1
267252[13],15.606,20.158,1,0,0,0,0,0,0
267252[14],21.103,25.027,0,1,0,0,0,0,0
267252[15],24.296,34.725,0,0,0,1,0,0,0
267252[16],34.184,48.623,1,0,0,1,0,1,0
267252[17],47.623,57.812,0,0,0,1,1,0,0
267252[18],58.688,68.169,1,0,0,1,1,1,0
267252[1],2.246,7.327,1,0,0,0,1,0,0
267252[2],67.448,71.581,0,0,0,0,0,0,1
267252[3],70.970,75.013,1,0,0,1,1,0,0
267252[4],74.263,77.388,1,0,0,0,0,0,0
267252[5],78.952,85.699,1,0,0,0,1,0,0
267252[6],85.018,87.864,0,1,0,1,0,0,0
267252[7],86.864,94.399,0,0,0,1,0,0,0
267252[8],94.068,104.985,0,1,0,1,0,0,0
267252[9],103.985,105.803,0,1,0,1,0,1,0
267255[0],0.620,3.366,1,0,0,1,0,0,0
267255[10],119.280,122.326,1,0,0,1,0,0,0
267255[11],122.473,133.820,1,0,0,1,0,1,0
267255[12],9.490,12.056,0,0,0,1,0,0,0
267255[13],11.116,15.658,1,0,0,0,0,0,0
267255[14],15.975,18.921,1,0,0,1,0,0,0
267255[15],17.980,26.643,0,1,0,1,0,0,0
267255[16],27.239,33.378,1,0,0,0,0,0,0
267255[17],33.256,63.629,0,0,0,0,0,0,1
267255[18],63.128,72.589,0,0,0,1,0,1,0
267255[19],72.187,76.540,1,0,0,0,0,0,0
